priority,visual_family_id,make,model_family,rank,score,source,title,query,downloaded_file,width,height,creator,creator_url,license,license_url,attribution,landing_url,image_url,sha256,review_status,rejection_reason
P0,VF-BYD-DOLPHIN-CURRENT-HATCHBACK-CURRENT-FACELIFT,BYD,Dolphin,1,27.0,wikimedia_commons,File:SIN BYD Dolphin showcar @ The Car Show 2023 2023-10-14.jpg,BYD Dolphin car,,2000,1600,S5A-0043,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,S5A-0043; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:SIN_BYD_Dolphin_showcar_@_The_Car_Show_2023_2023-10-14.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/SIN_BYD_Dolphin_showcar_%40_The_Car_Show_2023_2023-10-14.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-BYD-DOLPHIN-CURRENT-HATCHBACK-CURRENT-FACELIFT,BYD,Dolphin,2,27.0,wikimedia_commons,File:BYD Dolphin facelift 001.jpg,BYD Dolphin car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:BYD_Dolphin_facelift_001.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3d/BYD_Dolphin_facelift_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-BYD-DOLPHIN-CURRENT-HATCHBACK-CURRENT-FACELIFT,BYD,Dolphin,3,27.0,wikimedia_commons,File:BYD Dolphin facelift 002.jpg,BYD Dolphin car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:BYD_Dolphin_facelift_002.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/BYD_Dolphin_facelift_002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-BYD-SEAL-CURRENT-SEDAN-CURRENT,BYD,Seal,1,27.0,wikimedia_commons,File:BYD Seal 06 DM-i 003.jpg,BYD Seal car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:BYD_Seal_06_DM-i_003.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/BYD_Seal_06_DM-i_003.jpg/3840px-BYD_Seal_06_DM-i_003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-BYD-SEAL-CURRENT-SEDAN-CURRENT,BYD,Seal,2,27.0,wikimedia_commons,File:2024 BYD Seal 06 DM-i.jpg,BYD Seal car,,2000,1133,User 3204,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,User 3204; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:2024_BYD_Seal_06_DM-i.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/2024_BYD_Seal_06_DM-i.jpg/3840px-2024_BYD_Seal_06_DM-i.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-BYD-SEAL-CURRENT-SEDAN-CURRENT,BYD,Seal,3,27.0,wikimedia_commons,File:BYD Seal 06 DM-i 005.jpg,BYD Seal car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:BYD_Seal_06_DM-i_005.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/BYD_Seal_06_DM-i_005.jpg/3840px-BYD_Seal_06_DM-i_005.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-BYD-SEALION-6-SONG-PLUS-DM-I-CURRENT-SUV-CURRENT,BYD,Sealion 6 / Song Plus DM-i,0,-999,none,NO_ACCEPTABLE_CANDIDATE,BYD Sealion 6 / Song Plus DM-i Current suv car | BYD Sealion 6 / Song Plus DM-i car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-BYD-SHARK-6-DMO-CURRENT-PICKUP-CURRENT,BYD,Shark 6 DMO,0,-999,none,NO_ACCEPTABLE_CANDIDATE,BYD Shark 6 DMO Current pickup car | BYD Shark 6 DMO car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-OMODA-C5-CURRENT-CROSSOVER-C5-C5-X-SHS-VISUAL-CHECK,OMODA,C5,1,27.0,wikimedia_commons,File:Omoda C5 dealer advertising car Moscow 2023-03.tiff,OMODA C5 car,,2000,1333,Svetlov Artem,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Svetlov Artem; Own work; CC0,https://commons.wikimedia.org/wiki/File:Omoda_C5_dealer_advertising_car_Moscow_2023-03.tiff,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Omoda_C5_dealer_advertising_car_Moscow_2023-03.tiff/lossy-page1-1280px-Omoda_C5_dealer_advertising_car_Moscow_2023-03.tiff.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-OMODA-C5-CURRENT-CROSSOVER-C5-C5-X-SHS-VISUAL-CHECK,OMODA,C5,2,27.0,wikimedia_commons,File:Omoda C5 dealer advertising car Moscow 2023-03 2.tiff,OMODA C5 car,,2000,1500,Svetlov Artem,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Svetlov Artem; Own work; CC0,https://commons.wikimedia.org/wiki/File:Omoda_C5_dealer_advertising_car_Moscow_2023-03_2.tiff,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Omoda_C5_dealer_advertising_car_Moscow_2023-03_2.tiff/lossy-page1-1280px-Omoda_C5_dealer_advertising_car_Moscow_2023-03_2.tiff.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-OMODA-C5-CURRENT-CROSSOVER-C5-C5-X-SHS-VISUAL-CHECK,OMODA,C5,3,27.0,wikimedia_commons,File:Omoda C5 AWD Moscow 2023-09.tiff,OMODA C5 car,,2000,1498,Svetlov Artem,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Svetlov Artem; Own work; CC0,https://commons.wikimedia.org/wiki/File:Omoda_C5_AWD_Moscow_2023-09.tiff,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Omoda_C5_AWD_Moscow_2023-09.tiff/lossy-page1-3840px-Omoda_C5_AWD_Moscow_2023-09.tiff.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-JAECOO-J7-CURRENT-SUV-ICE-SHS-VISUAL-CHECK,JAECOO,J7,1,27.0,wikimedia_commons,"File:Moscow, rental Delimobil Jaecoo J7 (01).jpg",JAECOO J7 car,,2000,1331,Retired electrician,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Retired electrician; Own work; CC0,"https://commons.wikimedia.org/wiki/File:Moscow,_rental_Delimobil_Jaecoo_J7_(01).jpg",https://upload.wikimedia.org/wikipedia/commons/6/67/Moscow%2C_rental_Delimobil_Jaecoo_J7_%2801%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-JAECOO-J7-CURRENT-SUV-ICE-SHS-VISUAL-CHECK,JAECOO,J7,2,27.0,wikimedia_commons,"File:Moscow, rental Delimobil Jaecoo J7 (3).jpg",JAECOO J7 car,,2000,1331,Retired electrician,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Retired electrician; Own work; CC0,"https://commons.wikimedia.org/wiki/File:Moscow,_rental_Delimobil_Jaecoo_J7_(3).jpg",https://upload.wikimedia.org/wikipedia/commons/7/7d/Moscow%2C_rental_Delimobil_Jaecoo_J7_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-JAECOO-J7-CURRENT-SUV-ICE-SHS-VISUAL-CHECK,JAECOO,J7,3,27.0,wikimedia_commons,"File:Moscow, rental Delimobil Jaecoo J7 (5).jpg",JAECOO J7 car,,2000,1331,Retired electrician,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Retired electrician; Own work; CC0,"https://commons.wikimedia.org/wiki/File:Moscow,_rental_Delimobil_Jaecoo_J7_(5).jpg",https://upload.wikimedia.org/wikipedia/commons/6/63/Moscow%2C_rental_Delimobil_Jaecoo_J7_%285%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-JETOUR-DASHING-CURRENT-SUV-CURRENT,Jetour,Dashing,1,27.0,wikimedia_commons,File:Jetour Dashing 005.jpg,Jetour Dashing car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Jetour_Dashing_005.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Jetour_Dashing_005.jpg/3840px-Jetour_Dashing_005.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-JETOUR-DASHING-CURRENT-SUV-CURRENT,Jetour,Dashing,2,27.0,wikimedia_commons,File:Jetour Dashing 007.jpg,Jetour Dashing car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:Jetour_Dashing_007.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Jetour_Dashing_007.jpg/3840px-Jetour_Dashing_007.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-JETOUR-DASHING-CURRENT-SUV-CURRENT,Jetour,Dashing,3,27.0,wikimedia_commons,File:Jetour Dashing 006.jpg,Jetour Dashing car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:Jetour_Dashing_006.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/Jetour_Dashing_006.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-JETOUR-X70-PLUS-CURRENT-SUV-CURRENT-FACELIFT,Jetour,X70 Plus,1,35.0,wikimedia_commons,File:Jetour X70 Plus 009.jpg,Jetour X70 Plus car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:Jetour_X70_Plus_009.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Jetour_X70_Plus_009.jpg/3840px-Jetour_X70_Plus_009.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-JETOUR-X70-PLUS-CURRENT-SUV-CURRENT-FACELIFT,Jetour,X70 Plus,2,35.0,wikimedia_commons,File:Jetour X70 Plus 010.jpg,Jetour X70 Plus car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:Jetour_X70_Plus_010.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Jetour_X70_Plus_010.jpg/3840px-Jetour_X70_Plus_010.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-JETOUR-X70-PLUS-CURRENT-SUV-CURRENT-FACELIFT,Jetour,X70 Plus,3,35.0,wikimedia_commons,File:Jetour X70 Plus 2024 facelift 001.jpg,Jetour X70 Plus car,,2000,1500,JustAnotherCarDesigner,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,JustAnotherCarDesigner; Own work; CC0,https://commons.wikimedia.org/wiki/File:Jetour_X70_Plus_2024_facelift_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Jetour_X70_Plus_2024_facelift_001.jpg/3840px-Jetour_X70_Plus_2024_facelift_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-GEELY-EX5-GALAXY-E5-CURRENT-CROSSOVER-CURRENT,Geely,EX5 / Galaxy E5,0,-999,none,NO_ACCEPTABLE_CANDIDATE,Geely EX5 / Galaxy E5 Current crossover car | Geely EX5 / Galaxy E5 car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-BAIC-X55-PLUS-CURRENT-CROSSOVER-CURRENT,BAIC,X55 Plus,0,-999,none,NO_ACCEPTABLE_CANDIDATE,BAIC X55 Plus Current crossover car | BAIC X55 Plus car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-JAC-T9-CURRENT-PICKUP-CURRENT,JAC,T9,1,29.0,wikimedia_commons,"File:Moscow, JAC T9 pickup, Aug 2025 01.jpg",JAC T9 car,,2000,1221,Retired electrician,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Retired electrician; Own work; CC0,"https://commons.wikimedia.org/wiki/File:Moscow,_JAC_T9_pickup,_Aug_2025_01.jpg",https://upload.wikimedia.org/wikipedia/commons/1/15/Moscow%2C_JAC_T9_pickup%2C_Aug_2025_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-JAC-T9-CURRENT-PICKUP-CURRENT,JAC,T9,2,29.0,wikimedia_commons,"File:Moscow, JAC T9 pickup, Aug 2025 02.jpg",JAC T9 car,,2000,1333,Retired electrician,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Retired electrician; Own work; CC0,"https://commons.wikimedia.org/wiki/File:Moscow,_JAC_T9_pickup,_Aug_2025_02.jpg",https://upload.wikimedia.org/wikipedia/commons/c/cf/Moscow%2C_JAC_T9_pickup%2C_Aug_2025_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-JAC-T9-CURRENT-PICKUP-CURRENT,JAC,T9,3,29.0,wikimedia_commons,"File:Moscow, JAC T9 pickup Sept 2025 01 crop-1.jpg",JAC T9 car,,2000,1333,Retired electrician,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Retired electrician; Own work; CC0,"https://commons.wikimedia.org/wiki/File:Moscow,_JAC_T9_pickup_Sept_2025_01_crop-1.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9a/Moscow%2C_JAC_T9_pickup_Sept_2025_01_crop-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
